"blue","green","red","nir","swir","ndwi","ndvi","evi","PSSRb1","barren_soil","savi","fecha","GloblaId"
1868,3375,1566,27086,10649,-0.77840517382883,0.890688259109312,2.83896231032795,17.2962962962963,-1.01648084723943,1.27188383476611,"2018-10-04",1
5616,6698,9162,13933,25139,-0.350685861082837,0.206581511149599,0.445288583588442,1.52073783016809,0.684865366759517,0.294992931068435,"2018-10-04",4
7746,9627,10826,22479,21941,-0.400299009530929,0.34988740429365,0.992893902729968,2.07639017180861,0.100885826771654,0.499632792588644,"2018-10-04",6
5066,6422,8972,15486,22387,-0.413730144239547,0.266334123804072,0.519888903077512,1.72603655818101,0.520458091733929,0.380318473452178,"2018-10-04",7
2091,3781,2340,20952,11148,-0.694254639550398,0.799072642967543,2.40956992309883,8.95384615384615,-0.653896690482056,1.14105476681091,"2018-10-04",9
3408,5007,4397,20263,13415,-0.603719825880491,0.643390105433901,1.88110594707389,4.60836934273368,-0.353096449147844,0.918745124780478,"2018-10-04",10
6121,7137,9680,14437,25722,-0.338370260498749,0.197246755400755,0.446910054301873,1.49142561983471,0.663152251608292,0.28166336808386,"2018-10-04",14
1691,3093,1343,26319,10250,-0.789677682578539,0.902899284216615,2.87801617847019,19.5971705137751,-1.03634825644522,1.28932022886783,"2018-10-04",15
1153,2104,845,32066,8670,-0.876851038923032,0.9486493877427,2.73969357131575,37.9479289940828,-1.3867178359152,1.35465370873607,"2018-10-04",23
6245,7543,10230,15565,27073,-0.347152501298252,0.20682302771855,0.442981217928492,1.52150537634409,0.655228122409622,0.295338383220468,"2018-10-04",25
6226,8415,9647,21627,19477,-0.439784301977232,0.383065805461406,0.912692366295901,2.24183684046854,0.0557681169594749,0.547010484092627,"2018-10-04",26
4817,5688,7884,12078,24202,-0.3596757852077,0.21009918845807,0.450861086624669,1.53196347031963,0.775351666972908,0.300015208570821,"2018-10-04",27
7006,8539,10813,15021,13815,-0.275127334465195,0.162886119067895,0.384573204167428,1.38916119485804,0.139374129246597,0.232597524512639,"2018-10-04",28
4941,6377,8769,14483,22112,-0.388590604026846,0.245742301737485,0.475524708310448,1.65161363895541,0.569376801510784,0.350913547608878,"2018-10-04",30
6409,7386,9732,14490,25722,-0.324739440482721,0.196432994798117,0.479337510829925,1.48890258939581,0.645706528490054,0.280501360144408,"2018-10-04",33
5898,7222,10125,15257,25408,-0.357444726188887,0.202190528721141,0.403801970226293,1.50686419753086,0.634084815128422,0.288723206463936,"2018-10-04",34
1966,4004,1933,31444,14031,-0.774091627172196,0.884171735027114,2.60716305039225,16.2669425763063,-0.883359662980516,1.26258104728741,"2018-10-04",38
2621,4384,3113,21731,15440,-0.664254260003829,0.749396232490742,2.2428623057463,6.98072598779313,-0.337897680922969,1.07011938451551,"2018-10-04",39
5597,6862,9457,14450,24222,-0.356043543543544,0.208850964152759,0.427256079820643,1.52796870043354,0.634329747235975,0.29823383761733,"2018-10-04",45
4201,5459,8212,13775,22918,-0.432359363626911,0.253013144130623,0.440941012349202,1.67742328300049,0.669673766953122,0.361295736818331,"2018-10-04",46
1809,2752,2150,6377,393,-0.39708620878519,0.495719479301044,1.85053848174416,2.96604651162791,-1.31489421194892,0.70785188687609,"2018-10-04",49
5538,6540,8900,14156,25257,-0.367993815229996,0.227966689798751,0.504957343786027,1.59056179775281,0.671435999331489,0.325530390050011,"2018-10-04",52
3709,5335,5138,17963,18854,-0.542020774315392,0.555170771828059,1.52864192233426,3.49610743479953,0.127014716187807,0.792769174269227,"2018-10-04",54
1848,2752,2130,6468,518,-0.403036876355748,0.50453593859037,2.0124327333457,3.03661971830986,-1.29241152863918,0.720441457438499,"2018-10-04",55
1632,2726,1520,27453,10479,-0.819344577355114,0.895074724743727,2.66427632119668,18.0611842105263,-1.03969915295492,1.27814782565598,"2018-10-04",57
5826,6763,9175,13402,24962,-0.32923382097694,0.187225937901404,0.426831731157606,1.46070844686649,0.698444673475124,0.267353571009063,"2018-10-04",60
1848,2759,2235,6219,413,-0.38538650033415,0.47125621007807,1.7261698440208,2.78255033557047,-1.26434904339711,0.672919800133137,"2018-10-04",61
6095,7189,9483,15184,25958,-0.357350377687391,0.23111849839867,0.540471360042472,1.60118106084572,0.624206629055007,0.330031489298357,"2018-10-04",62
4601,6075,7956,16285,23540,-0.456618962432916,0.343591435996865,0.705500686103441,2.04688285570638,0.506376236111641,0.490639907847013,"2018-10-04",64
4784,5629,7923,12144,22472,-0.366567264952456,0.210345343100613,0.443326471453178,1.53275274517228,0.711440525748579,0.300366743560759,"2018-10-04",65
4509,5551,7451,12268,21803,-0.376957180537628,0.24428216440996,0.520025909532549,1.64649040397262,0.677641154873889,0.348827359495417,"2018-10-04",66
5675,6711,9083,13893,25467,-0.348573092603378,0.209348885793872,0.465552953018835,1.52956071782451,0.692098747182084,0.298944640132922,"2018-10-04",69
4712,5695,7805,12452,22406,-0.372348046509065,0.229402181961791,0.485214885352713,1.59538757206919,0.688496042216359,0.327579394580595,"2018-10-04",70
