"blue","green","red","nir","swir","ndwi","ndvi","evi","PSSRb1","barren_soil","savi","fecha","GloblaId"
3,8,3,136,54,-0.888888888888889,0.956834532374101,2.50943396226415,45.3333333333333,-1.04591836734694,1.36216541871073,"2020-02-26",1
4,11,4,143,52,-0.857142857142857,0.945578231292517,2.51811594202899,35.75,-1.12068965517241,1.34636568358792,"2020-02-26",4
4,7,7,33,12,-0.65,0.65,1.41304347826087,4.71428571428571,-0.803571428571429,0.918373404571089,"2020-02-26",6
4,11,4,140,58,-0.854304635761589,0.944444444444444,2.51851851851852,35,-0.995145631067961,1.34467000858559,"2020-02-26",7
6,14,9,69,54,-0.662650602409639,0.769230769230769,1.89873417721519,7.66666666666667,-0.217391304347826,1.09246697607997,"2020-02-26",9
5,11,10,50,47,-0.639344262295082,0.666666666666667,1.36054421768708,5,0.0446428571428571,0.945257165552393,"2020-02-26",10
7,15,14,74,53,-0.662921348314607,0.681818181818182,1.40845070422535,5.28571428571429,-0.236486486486486,0.968923870267336,"2020-02-26",14
3,9,3,132,53,-0.872340425531915,0.955555555555556,2.50972762645914,44,-1.03403141361257,1.36022092920223,"2020-02-26",15
11,18,26,61,70,-0.544303797468354,0.402298850574713,0.645756457564576,2.34615384615385,0.357142857142857,0.57167040307453,"2020-02-26",23
13,23,23,83,68,-0.566037735849057,0.566037735849057,1.20481927710843,3.60869565217391,-0.0668449197860963,0.805051302288871,"2020-02-26",25
6,12,10,64,44,-0.684210526315789,0.72972972972973,1.6875,6.4,-0.32258064516129,1.03606169721073,"2020-02-26",26
7,14,12,41,39,-0.490909090909091,0.547169811320755,1.17886178861789,3.41666666666667,0.0757575757575758,0.775099198921914,"2020-02-26",27
1,1,2,9,6,-0.8,0.636363636363636,1.20689655172414,4.5,-0.277777777777778,0.874693734686734,"2020-02-26",28
3,10,3,130,50,-0.857142857142857,0.954887218045113,2.5098814229249,43.3333333333333,-1.0752688172043,1.35920496447522,"2020-02-26",30
4,12,4,117,47,-0.813953488372093,0.933884297520661,2.52232142857143,29.25,-1.01744186046512,1.32888625358237,"2020-02-26",33
4,11,5,133,51,-0.847222222222222,0.927536231884058,2.38805970149254,26.6,-1.04922279792746,1.32042650330858,"2020-02-26",34
10,18,16,88,76,-0.660377358490566,0.692307692307692,1.63636363636364,5.5,-0.0789473684210526,0.984563527023404,"2020-02-26",38
12,19,21,75,64,-0.595744680851064,0.5625,1.20535714285714,3.57142857142857,-0.0290697674418605,0.799684738872527,"2020-02-26",39
3,11,4,120,47,-0.83206106870229,0.935483870967742,2.36734693877551,30,-1.03448275862069,1.33127591860353,"2020-02-26",45
4,10,5,113,47,-0.83739837398374,0.915254237288136,2.36842105263158,22.6,-0.961538461538462,1.30225960077009,"2020-02-26",46
3,4,7,11,9,-0.466666666666667,0.222222222222222,0.317460317460317,1.57142857142857,0.166666666666667,0.309963099630996,"2020-02-26",49
2,7,3,137,46,-0.902777777777778,0.957142857142857,2.3758865248227,45.6666666666667,-1.1968085106383,1.36263423248925,"2020-02-26",52
14,19,22,78,86,-0.608247422680412,0.56,1.32075471698113,3.54545454545455,0.2,0.796271956028199,"2020-02-26",54
10,14,16,17,2,-0.0967741935483871,0.0303030303030303,0.0641025641025641,1.0625,-0.5,0.042718678951777,"2020-02-26",55
