"blue","green","red","nir","swir","ndwi","ndvi","evi","PSSRb1","barren_soil","savi","fecha","GloblaId"
6671,8303,11121,15637,27407,-0.306349206349206,0.168771956050527,0.349195057451711,1.40607859005485,0.666546124005523,0.241002498353042,"2019-11-03",1
6920,8454,11265,15742,28495,-0.301206811043148,0.165771836931166,0.356074825819998,1.39742565468265,0.684774598699177,0.236718431684794,"2019-11-03",4
4817,7038,7451,18691,15859,-0.452913055307241,0.429959452222477,1.03041748409453,2.50852234599383,-0.0105728565936178,0.613972045748773,"2019-11-03",6
5865,7864,11246,16718,26751,-0.360182247172728,0.195680160205979,0.34023503077784,1.48657300373466,0.636101023440079,0.279426992034309,"2019-11-03",7
4345,6763,6383,21535,19602,-0.522015690154781,0.542732287413139,1.39027030994807,3.3738054206486,0.00506121662007134,0.775009825051754,"2019-11-03",9
4148,5905,6953,17013,21417,-0.484684527445676,0.419761328548777,0.910506118311491,2.446857471595,0.36386303527084,0.599408472551688,"2019-11-03",10
6213,7543,9666,14477,25801,-0.314895549500454,0.199271010230709,0.464803972716557,1.4977239809642,0.657843189629076,0.284553958120612,"2019-11-03",14
6744,8257,10925,15361,27498,-0.300787534930985,0.168759035227878,0.365620466833707,1.40604118993135,0.673985593444356,0.240983978500236,"2019-11-03",15
6134,7923,9332,17314,26129,-0.372112374687958,0.299557156796517,0.730898835250165,1.85533647663952,0.509811743536641,0.427760749020469,"2019-11-03",23
5761,7700,10092,17308,26450,-0.384197056941779,0.263357664233577,0.520582336560521,1.71502179944511,0.565038331851504,0.376068870165094,"2019-11-03",25
4725,6363,7058,15624,18985,-0.421203438395415,0.377656291332334,0.950278449557365,2.21365826013035,0.306841696844283,0.539283007974279,"2019-11-03",26
5420,6862,9155,13710,26424,-0.33287964223216,0.199212770610103,0.406827194455361,1.49754232659749,0.751658776435321,0.284470511551325,"2019-11-03",27
7333,9542,11665,16652,16567,-0.271436206764908,0.176113288837094,0.393973866742507,1.42751821688813,0.203334163203554,0.251485975350586,"2019-11-03",28
5511,7045,9922,13861,22708,-0.326030804553717,0.165622503468864,0.30714408246651,1.39699657327152,0.637379331564171,0.236504678804082,"2019-11-03",30
5511,6770,8900,13173,22112,-0.32106503535075,0.193584922756309,0.423211774260642,1.48011235955056,0.620170637475853,0.27643390958577,"2019-11-03",33
6652,8323,10964,15846,27498,-0.31126649840705,0.182096232748974,0.384518446173719,1.44527544691718,0.654691601049869,0.260029269208235,"2019-11-03",34
2608,5059,3467,24372,16901,-0.65621283680473,0.750924961385107,2.04030841303923,7.02970868185751,-0.349117174959872,1.07230435912692,"2019-11-03",38
4273,6036,6789,15964,20499,-0.451272727272727,0.403243528325935,0.93047076242825,2.35145087641773,0.370910047343503,0.57582092685111,"2019-11-03",39
6508,8212,11377,16364,26810,-0.331705729166667,0.179770015500523,0.348088896334143,1.43834051155841,0.627057436250184,0.256707621539886,"2019-11-03",45
6337,7602,9837,14175,25886,-0.301832208293153,0.180659670164918,0.42246937145751,1.44098810612992,0.676224771050058,0.257977410697494,"2019-11-03",46
5544,7268,7917,17236,18199,-0.406790728044401,0.37049258537749,1.00598039639017,2.17708728053556,0.17056609947644,0.529054409601745,"2019-11-03",49
5754,7392,9018,16259,25441,-0.374910151790622,0.286465957194287,0.665215154521736,1.80294965624307,0.550981017141238,0.409066460400955,"2019-11-03",52
2982,4653,4771,14791,15008,-0.521394774737708,0.51221756466619,1.18985417755189,3.10018863969818,0.133548146570089,0.731430679259241,"2019-11-03",54
8559,10571,12635,17465,23586,-0.245898130974461,0.16046511627907,0.415183867141163,1.38227146814404,0.409550967949233,0.229140927829996,"2019-11-03",55
7143,8978,11003,17976,27590,-0.333828003264822,0.240622519755685,0.573013394691429,1.63373625374898,0.528707307885485,0.343603883416885,"2019-11-03",57
2045,3624,2864,19320,10807,-0.684100418410042,0.741795888928958,1.94354552970356,6.74581005586592,-0.549006735928759,1.05926409281321,"2019-11-03",60
5767,7779,8251,18501,17570,-0.407990867579909,0.383148923444976,1.03512350790733,2.24227366379833,0.0775120285891114,0.547127909287336,"2019-11-03",61
1986,3578,2857,18802,10702,-0.680250223413762,0.736183572648783,1.8937054631829,6.58102905145257,-0.526174047223921,1.05124936817353,"2019-11-03",62
2366,3873,3762,16384,13677,-0.617613664412302,0.626526357589596,1.48760135772204,4.35513024986709,-0.0905661941473929,0.894660631651427,"2019-11-03",64
5485,7111,9529,14555,24792,-0.34357980245546,0.208686264740076,0.410721582087113,1.52744254381362,0.656766799727746,0.297998690274064,"2019-11-03",65
6678,8755,12393,17924,28259,-0.34367854867124,0.182438895669097,0.327681406701739,1.44630033083192,0.614904833420173,0.260519065139695,"2019-11-03",66
6776,8526,11220,16043,28645,-0.305954658309252,0.176906429960019,0.370498402163225,1.42985739750446,0.679838555293217,0.252618416143414,"2019-11-03",69
6934,8985,12720,17943,28855,-0.332664884135472,0.170335583602387,0.30898743462931,1.41061320754717,0.628197796906037,0.243235818252284,"2019-11-03",70
7229,9031,11777,16587,28868,-0.294948864079944,0.169581159215907,0.364035419662454,1.40842319775834,0.652681466312964,0.242158241301393,"2019-11-03",71
5466,7012,8271,16069,24595,-0.392400675880594,0.32037797863599,0.789239302052548,1.9428122355217,0.520716530946122,0.457491708855736,"2019-11-03",72
2956,4338,4784,11750,16666,-0.460716061660865,0.421313656707391,0.952420016406891,2.45610367892977,0.466312645204115,0.601620328202463,"2019-11-03",73
