"blue","green","red","nir","swir","ndwi","ndvi","evi","PSSRb1","barren_soil","savi","fecha","GloblaId"
3853,5846,4935,21712,12163,-0.575731185136802,0.629601831350621,1.8703038951194,4.39959473150962,-0.496155919649345,0.899056974654364,"2018-11-08",1
6095,7648,8192,18455,21004,-0.414013714898671,0.385146545577363,1.17181612660136,2.2528076171875,0.21610910579392,0.549980433383665,"2018-11-08",4
5957,8264,8008,20388,15257,-0.423146726232026,0.43597689815467,1.30263684000084,2.54595404595405,-0.155210643015521,0.622565626916174,"2018-11-08",6
7340,9077,11134,17740,22675,-0.323041354364769,0.22878714414352,0.559925411086625,1.59331776540327,0.370570055528197,0.326703199107529,"2018-11-08",7
5164,6763,5590,20126,13284,-0.49696902078917,0.565251205475191,2.43288478275423,3.60035778175313,-0.363191739878634,0.807165287496382,"2018-11-08",9
5046,6671,6357,17845,13474,-0.45578397781041,0.474671514750847,1.58297966157747,2.8071417335221,-0.179064650531342,0.677818936182766,"2018-11-08",10
8126,9581,11954,17544,26496,-0.293566820276498,0.189504373177843,0.493397825165937,1.46762589928058,0.498284466625078,0.270608318517855,"2018-11-08",14
4188,6108,5131,20919,12353,-0.548007548007548,0.606065259117083,1.94471817106819,4.07698304424089,-0.447453687398746,0.865446970775298,"2018-11-08",15
4725,6540,5675,23494,12635,-0.564493573949524,0.610888271795399,2.01504014474726,4.13991189427313,-0.532409894904253,0.872335652245221,"2018-11-08",23
5603,7537,7124,22963,21849,-0.505770491803279,0.526439990693655,1.6718034240358,3.22332959011791,0.0176836580406333,0.751745612818749,"2018-11-08",25
6173,8264,9011,19719,16895,-0.409355680234428,0.372711451444483,0.973861796751369,2.188325380091,0.000675701764546894,0.532224023951192,"2018-11-08",26
6416,7628,9011,15191,21679,-0.331434331039923,0.255350797454756,0.730911155265399,1.68582843191655,0.434202726733847,0.364634490390799,"2018-11-08",27
6291,7897,9077,13926,12707,-0.276268157448563,0.210798591488067,0.571640770518473,1.53420733722596,0.0932715887716959,0.301014787882919,"2018-11-08",28
4994,6940,6619,22420,17950,-0.52724795640327,0.544130307517476,1.60058752025932,3.38721861308355,-0.136823576938615,0.777006626990036,"2018-11-08",30
7720,9083,11233,16685,24903,-0.295017075442409,0.195286195286195,0.520546898869539,1.48535564853556,0.484423778926678,0.278864411706848,"2018-11-08",33
