"blue","green","red","nir","swir","ndwi","ndvi","evi","PSSRb1","barren_soil","savi","fecha","GloblaId"
865,2150,813,33167,12858,-0.878245604100009,0.952148322542672,2.56301788741543,40.7958179581796,-1.06707125338029,1.35965067891434,"2020-01-27",1
1560,2884,1324,32210,12537,-0.835641420185787,0.921035367090117,2.71358285011422,24.3277945619335,-1.04496021498604,1.31522171781192,"2020-01-27",4
2189,3126,2726,10007,4732,-0.523947308307317,0.571821251865232,1.83004071784045,3.67094644167278,-0.602676299989824,0.816533301166033,"2020-01-27",6
1907,3703,1625,40474,16194,-0.832356203454286,0.922801016651227,2.70366761778829,24.9070769230769,-1.02001661129568,1.31774645489245,"2020-01-27",7
6403,8159,8021,20041,18088,-0.421347517730496,0.428337253225002,1.49164825891638,2.49856626355816,-0.0159362928852777,0.611656268659291,"2020-01-27",9
5105,6383,5806,20113,14477,-0.518191425120773,0.551988888460203,2.14658664666167,3.46417499138822,-0.271147886859629,0.788227116740385,"2020-01-27",10
1684,2831,1855,21148,10322,-0.763876725468118,0.838716689127505,2.45470507404957,11.400539083558,-0.760875774800766,1.19766514799446,"2020-01-27",14
786,2202,852,34681,13435,-0.880595396253016,0.952044578279346,2.49483760582908,40.7053990610329,-1.06423604132331,1.35950328237399,"2020-01-27",15
1842,3912,2333,29209,11456,-0.763775248331874,0.852070255532306,2.28591841594938,12.5199314187741,-0.962421944692239,1.21673981470291,"2020-01-27",23
4587,6377,6101,22131,16915,-0.552616809316683,0.567795409464438,1.64677117790882,3.62743812489756,-0.186089998793582,0.810799552911283,"2020-01-27",25
3041,4437,3663,16154,12045,-0.569035015297946,0.630317404248877,2.03761704348961,4.41004641004641,-0.24976363063347,0.900073813816808,"2020-01-27",26
2536,3473,3670,9542,10735,-0.466308106031502,0.444444444444444,1.17037391373675,2.6,0.219669221764906,0.634646107437634,"2020-01-27",27
1724,2202,2104,6010,3106,-0.463711641500244,0.481390189795415,1.71165644171779,2.856463878327,-0.487484548825711,0.68738893240534,"2020-01-27",28
3015,5053,3749,27040,18009,-0.685102670364254,0.7564714670824,2.16278205961556,7.2125900240064,-0.400333893038427,1.08022623869466,"2020-01-27",30
1455,3119,1245,39255,15558,-0.852787086420918,0.938518518518519,2.65332905189384,31.5301204819277,-1.03919983308122,1.34019028144591,"2020-01-27",33
1776,3178,1494,37250,14903,-0.842782230137528,0.922878381168697,2.71743426052592,24.9330655957162,-1.02074048680151,1.31785577012519,"2020-01-27",34
4358,6560,4574,30002,17105,-0.641157485914337,0.735423415085608,2.56724012599952,6.55924792304329,-0.565722086404111,1.05017163716275,"2020-01-27",38
5380,7215,6141,23350,16849,-0.5278913790283,0.583533959513072,2.16770796593944,3.80231232698258,-0.277455529775715,0.833274400954745,"2020-01-27",39
1271,2956,1147,39065,15479,-0.859308441017586,0.942952352531583,2.60314975765814,34.0584132519616,-1.04060601804712,1.34652162759235,"2020-01-27",45
1671,3237,1901,31667,14857,-0.81451982580793,0.886737368922784,2.4365207995678,16.6580746975276,-0.827411370169275,1.26624481789853,"2020-01-27",46
1416,2169,2654,9915,3722,-0.641012909632572,0.577691144880261,1.1926741130092,3.73587038432555,-0.699582086180607,0.824914864860994,"2020-01-27",49
1330,3185,1330,34917,15348,-0.832817174951446,0.926614616382045,2.55042067855299,26.2533834586466,-0.924374114312707,1.32319004813252,"2020-01-27",52
4981,6409,7884,17452,25080,-0.462805414693433,0.377644458478055,0.873008631544371,2.21359715880264,0.475251367402567,0.53926717688855,"2020-01-27",54
2136,2943,3237,5878,1475,-0.332728715565129,0.289742183214482,0.711399633660166,1.81587890021625,-0.648672010058149,0.413732410590046,"2020-01-27",55
1973,4273,2458,28462,12170,-0.738933862837941,0.841009055627426,2.28799690288067,11.5793327908869,-0.87693895213368,1.20094430775667,"2020-01-27",57
2484,4194,3146,24045,18009,-0.702963985976841,0.768599904380126,2.15081096657336,7.64303877940242,-0.281750692056036,1.09754338757052,"2020-01-27",60
2589,3965,3762,14824,10623,-0.577944542019267,0.595179167115033,1.53814066019633,3.9404572036151,-0.238065287124976,0.849896279155952,"2020-01-27",61
2320,4129,2897,24995,17839,-0.716453783820904,0.792270184999283,2.21174633677636,8.62789092164308,-0.34229256415059,1.13134446380932,"2020-01-27",62
3886,5570,6200,18776,22387,-0.542429967961883,0.503523382447149,1.17173524150268,3.02838709677419,0.289030029854241,0.719019068699495,"2020-01-27",64
1363,3493,1239,37329,15381,-0.828866787516535,0.935749844430616,2.6120753296759,30.1283292978208,-0.997613537749494,1.33623594925881,"2020-01-27",65
1455,2739,1769,24294,10669,-0.7973587837088,0.864252004757702,2.34669639322401,13.7331825890334,-0.871435305208579,1.23413159619679,"2020-01-27",66
1566,3513,1422,36752,16200,-0.825506022600273,0.925499030753916,2.63342277877162,25.845288326301,-0.924919556667858,1.32159779840054,"2020-01-27",69
1383,2530,1343,25244,10499,-0.81781522287031,0.898973182382367,2.60580885719893,18.7967237527923,-0.960838597312121,1.28371303911006,"2020-01-27",70
1363,3290,1199,39321,16299,-0.845579779869048,0.940819348469891,2.62595230550925,32.7948290241868,-0.996270324155237,1.34347583890279,"2020-01-27",71
2136,4286,2621,26876,12019,-0.724921378602144,0.822287012238533,2.28106308543054,10.2541014879817,-0.823100888848163,1.17420881576523,"2020-01-27",72
2582,3912,4266,11233,14568,-0.483393859359525,0.449512871798181,0.997280274835385,2.63314580403188,0.384314986676468,0.641886655430123,"2020-01-27",73
1501,3277,1920,26823,15066,-0.782259136212625,0.866402254461956,2.29846971738689,13.9703125,-0.625579342308541,1.23720399668404,"2020-01-27",74
1651,3965,1992,29838,15761,-0.765405437387214,0.87483506126296,2.36717275617594,14.9789156626506,-0.697372161975549,1.24924766955694,"2020-01-27",75
2693,4253,3847,17196,15204,-0.603431395403049,0.634367723233379,1.66185294923188,4.46997660514687,-0.0538007190549563,0.90585868424099,"2020-01-27",76
