"blue","green","red","nir","swir","ndwi","ndvi","evi","PSSRb1","barren_soil","savi","fecha","GloblaId"
2,10,3,141,59,-0.867549668874172,0.958333333333333,2.37931034482759,47,-0.98780487804878,1.36444456753538,"2019-03-18",1
9,14,22,32,63,-0.391304347826087,0.185185185185185,0.256410256410256,1.45454545454545,0.873015873015873,0.26236495921217,"2019-03-18",4
9,17,19,58,45,-0.546666666666667,0.506493506493506,0.924170616113744,3.05263157894737,-0.0572519083969466,0.719274680993956,"2019-03-18",6
2,8,6,75,36,-0.807228915662651,0.851851851851852,1.77835051546392,12.5,-0.735294117647059,1.21005059684629,"2019-03-18",7
5,18,9,85,48,-0.650485436893204,0.808510638297872,1.85365853658537,9.44444444444444,-0.561224489795918,1.14932011691447,"2019-03-18",9
3,10,10,63,41,-0.726027397260274,0.726027397260274,1.30541871921182,6.3,-0.320512820512821,1.03072397450564,"2019-03-18",10
5,20,16,95,53,-0.652173913043478,0.711711711711712,1.27831715210356,5.9375,-0.458579881656805,1.01242057651578,"2019-03-18",14
2,11,4,137,58,-0.851351351351351,0.943262411347518,2.26190476190476,34.25,-0.95771144278607,1.34290239556523,"2019-03-18",15
2,10,3,138,56,-0.864864864864865,0.957446808510638,2.37676056338028,46,-1.01758793969849,1.36309641655118,"2019-03-18",23
13,23,25,82,76,-0.561904761904762,0.532710280373832,1.05166051660517,3.28,0.076530612244898,0.75767956212533,"2019-03-18",25
8,16,17,59,57,-0.573333333333333,0.552631578947368,1.02941176470588,3.47058823529412,0.124113475177305,0.784738577484691,"2019-03-18",26
7,14,18,55,60,-0.594202898550725,0.506849315068493,0.829596412556054,3.05555555555556,0.285714285714286,0.719562019937898,"2019-03-18",27
7,13,16,36,20,-0.469387755102041,0.384615384615385,0.62111801242236,2.25,-0.221518987341772,0.544747081712062,"2019-03-18",28
8,13,16,42,52,-0.527272727272727,0.448275862068966,0.822784810126582,2.625,0.38135593220339,0.635448757445061,"2019-03-18",30
7,13,22,47,71,-0.566666666666667,0.36231884057971,0.490196078431373,2.13636363636364,0.663265306122449,0.514201762977473,"2019-03-18",33
20,31,47,74,103,-0.40952380952381,0.223140495867769,0.326086956521739,1.57446808510638,0.573770491803279,0.317521494218796,"2019-03-18",34
3,14,5,133,53,-0.80952380952381,0.927536231884058,2.26148409893993,26.6,-1.00515463917526,1.32042650330858,"2019-03-18",38
10,18,20,63,68,-0.555555555555556,0.518072289156627,0.986238532110092,3.15,0.232919254658385,0.736011890492401,"2019-03-18",39
22,31,45,63,101,-0.340425531914894,0.166666666666667,0.266272189349112,1.4,0.66017316017316,0.237060537868447,"2019-03-18",45
5,18,15,83,54,-0.643564356435644,0.693877551020408,1.24542124542125,5.53333333333333,-0.302547770700637,0.986548543097493,"2019-03-18",46
