"blue","green","red","nir","swir","ndwi","ndvi","evi","PSSRb1","barren_soil","savi","fecha","GloblaId"
6,16,8,141,61,-0.796178343949045,0.89261744966443,2.29310344827586,17.625,-0.902777777777778,1.27100677249244,"2019-03-23",1
37,51,72,98,121,-0.315436241610738,0.152941176470588,0.256410256410256,1.36111111111111,0.442073170731707,0.217851526744432,"2019-03-23",4
15,22,26,55,51,-0.428571428571429,0.358024691358025,0.728643216080402,2.11538461538462,0.119047619047619,0.508571989978877,"2019-03-23",6
9,14,13,79,43,-0.698924731182796,0.717391304347826,1.8232044198895,6.07692307692308,-0.555555555555556,1.01969100272645,"2019-03-23",7
8,23,12,93,52,-0.603448275862069,0.771428571428571,1.91037735849057,7.75,-0.560606060606061,1.09712789771218,"2019-03-23",9
8,15,14,72,45,-0.655172413793103,0.674418604651163,1.49484536082474,5.14285714285714,-0.377697841726619,0.958300550747443,"2019-03-23",10
10,22,25,78,61,-0.56,0.514563106796116,0.86038961038961,3.12,-0.028735632183908,0.731755424063116,"2019-03-23",14
7,15,7,136,59,-0.801324503311258,0.902097902097902,2.54940711462451,19.4285714285714,-0.921052631578947,1.28435173048498,"2019-03-23",15
10,18,10,135,59,-0.764705882352941,0.862068965517241,2.58264462809917,13.5,-0.88785046728972,1.22741150259922,"2019-03-23",23
19,28,31,91,78,-0.529411764705882,0.491803278688525,1.1070110701107,2.93548387096774,-0.0114155251141553,0.699839905903878,"2019-03-23",25
13,20,21,66,57,-0.534883720930233,0.517241379310345,1.17801047120419,3.14285714285714,-0.0159235668789809,0.735004803952967,"2019-03-23",26
13,20,23,63,64,-0.518072289156627,0.465116279069767,0.956937799043062,2.73913043478261,0.168711656441718,0.660896931549961,"2019-03-23",27
14,20,23,48,31,-0.411764705882353,0.352112676056338,0.76219512195122,2.08695652173913,-0.172413793103448,0.499803998431987,"2019-03-23",28
11,16,18,47,54,-0.492063492063492,0.446153846153846,0.986394557823129,2.61111111111111,0.269230769230769,0.63294002567708,"2019-03-23",30
10,15,26,49,74,-0.53125,0.306666666666667,0.438931297709924,1.88461538461538,0.644654088050314,0.435435116932704,"2019-03-23",33
25,35,48,77,103,-0.375,0.232,0.406162464985994,1.60416666666667,0.484189723320158,0.330165513282521,"2019-03-23",34
9,20,13,110,62,-0.692307692307692,0.788617886178862,1.99588477366255,8.46153846153846,-0.56701030927835,1.12224130667272,"2019-03-23",38
16,24,29,74,77,-0.510204081632653,0.436893203883495,0.872093023255814,2.55172413793103,0.204081632653061,0.621301775147929,"2019-03-23",39
23,31,43,64,101,-0.347368421052632,0.196261682242991,0.348837209302326,1.48837209302326,0.616883116883117,0.279145101835648,"2019-03-23",45
8,18,21,71,61,-0.595505617977528,0.543478260869565,0.905797101449275,3.38095238095238,0.046583850931677,0.772493183883672,"2019-03-23",46
9,16,12,52,14,-0.529411764705882,0.625,1.73913043478261,4.33333333333333,-1.00574712643678,0.886571056062582,"2019-03-23",49
26,37,52,81,100,-0.372881355932203,0.218045112781955,0.364321608040201,1.55769230769231,0.434362934362934,0.310369637557334,"2019-03-23",52
16,23,30,63,68,-0.465116279069767,0.354838709677419,0.665322580645161,2.1,0.268361581920904,0.504388406045297,"2019-03-23",54
7,15,11,52,11,-0.552238805970149,0.650793650793651,1.54135338345865,4.72727272727273,-1.14197530864198,0.923062369931261,"2019-03-23",55
10,26,14,138,65,-0.682926829268293,0.815789473684211,2.09459459459459,9.85714285714286,-0.759911894273128,1.16167633243236,"2019-03-23",57
